Paper_ID,Cat_ID,SubCat_ID,Risk_ID,Domain,Sub-domain,num. combined evidences,Category level,Risk category,Risk subcategory,Description,Additional ev.
62.0,29.0,1.0,62.29.01,4. Malicious Actors & Misuse,4.0 > Malicious use,0,Risk Sub-Category,Impacts of AI (General) ,High-impact misuses and abuses beyond original purpose,"Since general-purpose AI systems have a large repertoire of capabilities, mali- cious actors such as foreign actors can use such systems to cause large damage if they gain unrestricted or unmonitored access to those AI systems.",[]
62.0,29.0,2.0,62.29.02,4. Malicious Actors & Misuse,4.0 > Malicious use,0,Risk Sub-Category,Impacts of AI (General) ,Democratizing access to dual-use technologies,"Access to dual-use technologies can become easier because of GPAI model pro- liferation (in particular, open-source or open-weights models). Non-experts can use such dual-use-capable systems at a minimal cost [194, 100]. Improved model capabilities also contribute to dual-use risks posed by malicious actors. For example, an open-source base model for generating high quality sequence data can be modified to generate candidate protein sequences for toxin synthesis [29].",[]
62.0,29.0,3.0,62.29.03,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,0,Risk Sub-Category,Impacts of AI (General) ,Competitive pressures in GPAI product release,"In competitive situations, developers of general-purpose AI systems might cut corners on the safety evaluation of their GPAI model and instead spend more time and effort on the capabilities of those systems [183, 69]. This is especially dangerous if the capabilities of such AI systems are correlated with the risk they pose [162].",[]
62.0,30.0,1.0,62.30.01,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Impacts of AI (Physical) ,Damage to critical infrastructure,"The integration of AI systems within critical infrastructure, ranging from trans- portation to power systems, can cause substantial damage in cases of failure or malfunction. With the increasing number of Internet of Things (IoT) devices and interconnected cyber-physical systems, critical infrastructure becomes even more vulnerable [171, 174].",[]
62.0,30.0,2.0,62.30.02,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Physical) ,AI-based tools attacking critical infrastructure,"Critical infrastructure can also be damaged without AI integration, for instance, when AI-based tools are used indirectly to aid actions such as in coordinated power outages caused by large-scale user manipulation [159].",[]
62.0,30.0,3.0,62.30.03,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Impacts of AI (Physical) ,Critical infrastructure component failures when integrated with AI systems,"When relying on GPAI in critical infrastructure, there may be common mode failures that begin with vulnerabilities or robustness issues in the underlying model architecture or training setup. These failures may happen accidentally (in edge-cases) or due to adversarial inputs to the AI systems [58].",[]
62.0,30.0,4.0,62.30.04,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Impacts of AI (Physical) ,AI Systems interacting with brittle environments,Deployed AI systems can rely on physical sensors and data sources that may exhibit hardware drift and thus data distribution drift over time. This distribu- tion drift may affect system robustness and performance. This usually involves AI systems working in undigitized and physical environments.,[]
62.0,31.0,1.0,62.31.01,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use,0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,AI-generated advice influencing user moral judgment,"AIs can easily give moral advice even when not having a coherent, contradictions- free moral stance. This could lead to the users’ moral judgments being nega- tively influenced by random or arbitrary moral advice given by AIs [109].",[]
62.0,31.0,2.0,62.31.02,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy,0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,"AI systems can undermine human autonomy, if they allow for habitually trusting the AI’s suggestions without sufficient exercising of human agency. Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s domain of expertise [205, 42]. In particular, less confident users (or users in emotional distress) can be more prone to “overtrust” a system [219].",[]
62.0,31.0,3.0,62.31.03,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Automatically generating disinformation at scale,"Disinformation (in various modalities: text, audio, images, video, etc.) can be generated with minimal human oversight and effort. Disinformation tools are relatively cheap and their technology is widely available. Such deployments can be particularly widespread in sensitive political contexts.",[]
62.0,31.0,4.0,62.31.04,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,AI-driven highly personalized advertisement,"Advanced GPAI systems can create advertisements tailored to individual recip- ients, exploiting the biases and irrational beliefs of each recipient. Such adver- tisements can cause consumers to make decisions they regret in retrospect, or would regret upon more reflection. Current versions of personalized video advertisements already show better re- sults compared to regular advertisements [110]. However, the widespread use of highly personalized advertisements raises concerns about undermining consumer autonomy and exacerbating social inequality.",[]
62.0,31.0,5.0,62.31.05,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Generative AI use in political influence campaigns,GPAI tools can be used in automation and scaling of influence campaigns [178]. Public opinion may be manipulated by targeted misleading or manipulative information. This can lead to rising political polarization and diminishing trust in public institutions.,[]
62.0,31.0,6.0,62.31.06,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Generation of illegal or harmful content,"Generative models can create illegal, harmful, or discriminatory content [196], such as sexual abuse material, at scale. Current access controls (e.g., API access filters) are not effective against all user queries in generating such content.",[]
62.0,31.0,7.0,62.31.07,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Unintentional generation of harmful content,"Generative models can create harmful or discriminatory content from benign user requests. Models can exhibit bias to particular harmful styles of generation (e.g., sexualization of photos of women [87] in the case of image generation models) or they can generate toxic, misleading, or violent data (e.g., a model generating jokes can use ethnic stereotypes or slurs to deliver humor).",[]
62.0,31.0,8.0,62.31.08,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Multimodal deepfakes,"Deepfakes are media that depict real or non-existent people or events, involving the use of multiple modalities (e.g., images, audio, video). They can also involve the imitation of speech or body movements of real people. Multimodal deepfakes can be used to harass, discredit, intimidate, and extort individuals.",[]
62.0,31.0,9.0,62.31.09,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,"Generation of personalized content for harassment, extortion, or intimidation","GPAIs can be misused for the automated generation of content personalized to target select individuals based on their weak spots [30]. Such attacks may be more efficient and more successful in achieving the goals of harassment, extortion, or intimidation.",[]
62.0,31.0,10.0,62.31.10,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Misuse for surveillance and population control,"AI tools can be misused by human or institutional actors for monitoring, control- ling, or suppressing individuals [178]. Massive data collection and automated analysis are often conducted, and AI tools can further exacerbate such practices.",[]
62.0,31.0,11.0,62.31.11,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Systemic large-scale manipulation,"AI systems embedded with systemic biases can manipulate large population segments, particularly when these biases align with the beliefs or behaviors of the targeted group. When weaponized at scale, this manipulation can exacerbate social divisions or cause large-scale disruptions, such as city-wide blackouts (e.g., by the manipulation of power consumption into the peak demand period [159]).",[]
62.0,31.0,12.0,62.31.12,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Diminishing societal trust due to disinformation or manipulation,"The use of GPAIs may contribute to the proliferation of either deliberate dis- information or unintended misinformation can severely erode trust in public figures and democratic institutions. This diminishing trust can extend to other forms of media, making the public less informed.",[]
62.0,31.0,13.0,62.31.13,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Personalized disinformation,"Automatic generation of disinformation can be personalized to target specific groups or individuals. Such attacks can be more effective in achieving their goals, and their costs can be significantly reduced when using GPAIs.",[]
62.0,31.0,14.0,62.31.14,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Impacts of AI (Societal Impacts) ,GPAI assisted impersonation,"GPAI outputs are not always correctly detected as AI-generated across multiple modalities (text, images, audio, video). A malicious actor can use GPAI outputs directly when communicating, or use AI-informed details to help construct a convincing impersonation (e.g., forging of supporting documents). Even if future countermeasures prove potent enough to detect GPAI-generated content, the risk remains if the countermeasures are not well known, or difficult to access.",[]
62.0,32.0,1.0,62.32.01,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Cyberattacks) ,Automated discovery and exploitation of software systems,"GPAIs can be used to aid in the automated discovery of software vulnerabilities [33]. This can empower malicious actors, making their cyberattacks more effi- cient and potentially more damaging. This type of automation allows attackers to expand the scale of their operations at a low cost, increasing the impact of their actions. New malware can be developed automatically, or the known vulnerabilities can be exploited to create more sophisticated attacks.",[]
62.0,32.0,2.0,62.32.02,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Cyberattacks) ,Amplification of cyberattacks,"General-purpose AI models may significantly enhance the magnitude and ef- fectiveness of cyberattacks, by amplifying existing capabilities or resources of malicious actors [3]. For example, GPAI models may be employed to: • Automatically scan open-source codebases and compiled binaries for po- tential vulnerabilities • Apply known exploits flexibly and at scale (e.g., identifying vulnerable computers based on subtle cues in response times or output formats) • Assist with different aspects of cyberattacks, including planning, recon- naissance, exploit searching, remote control, malware implementation, and data exfiltration • Combine social engineering (phishing, deepfakes, etc.) with cyberattacks at scale.",[]
62.0,32.0,3.0,62.32.03,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Impacts of AI (Cyberattacks) ,AI-driven spear phishing attacks,"Generative models can be misused to target individual users more efficiently by using personalized information [23]. Highly convincing automated fraudulent schemes can exploit the trust of victims by extracting sensitive data and making the deception more likely to succeed. For example, in LLMs, this misuse can be aided by jailbreaking techniques [178].",[]
62.0,32.0,4.0,62.32.04,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Impacts of AI (Cyberattacks) ,Models generating code with security vulnerabilities,"Models can generate code or coding suggestions that contain security vulner- abilities. This may occur across various LLM-based model families, including more advanced models with superior coding performance, where the tendency to produce insecure code is even more pronounced [26].",[]
62.0,33.0,1.0,62.33.01,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Weapons) ,Misuse of AI systems to assist in the creation of weapons,"AI systems may be misused to aid in the creation of weapons, such as chemical, biological, radiological, and nuclear (CBRN) weapons, or augment the abilities of existing weapons, such as providing autonomous capabilities to unmanned weapon systems. Current systems do not significantly aid a malicious actor in these tasks, but they do show early signs [117]. This risk can sometimes be mitigated with input and output filtering, but is still susceptible to adversarial techniques (such as jailbreaking or paraphrasing).",[]
62.0,33.0,2.0,62.33.02,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Impacts of AI (Weapons) ,Misuse of drug-discovery models,"Models used for drug discovery, such as drug-target affinity prediction models, can be used to identify or develop dangerous toxins. This is particularly concern- ing if the training data contains information related to potentially dangerous proteins and viruses.",[]
62.0,34.0,1.0,62.34.01,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Impacts of AI (Bias) ,Homogenization or correlated failures in model derivatives,"Homogenization refers to common methodologies and models used across down- stream GPAI systems, which may lead to uniform failures and amplification of biases [176, 30]. This risk arises when numerous downstream AI systems are built upon a few large-scale foundation models.",[]
62.0,34.0,2.0,62.34.02,3. Misinformation,3.1 > False or misleading information,0,Risk Sub-Category,Impacts of AI (Bias) ,Reporting of user-preferred answers instead of correct answers,AI systems with natural-language outputs can tend to give answers that appear plausible or that users prefer [149] but are factually incorrect. This phenomenon is sometimes referred to as “sycophancy.”,[]
62.0,35.0,3.0,62.35.03,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,0,Risk Sub-Category,Impacts of AI (Bias) ,Biases in AI-based content moderation algorithms,"AI-based content moderation algorithms, while intended to filter harmful con- tent, can perpetuate biases. For example, gender biases within these systems may lead to the disproportionate suppression or “shadowbanning” of content featuring women [132].",[]
62.0,36.0,4.0,62.36.04,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,0,Risk Sub-Category,Impacts of AI (Bias) ,Systemic bias across specific communities,"AI systems may exhibit unfair or unfavorable outputs across a range of tasks against specific communities of people, either implicitly or explicitly. Bias can lead to forms of exclusion or erasure (e.g., mislabelling for categorization-based tasks) and violence (e.g., sexual violence against women from deepfake pornog- raphy).",[]
62.0,36.0,5.0,62.36.05,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,0,Risk Sub-Category,Impacts of AI (Bias) ,Unintentional bias amplification,Dataset bias may be unintentionally amplified [60] where the outputs of the AI model trained on a dataset are more biased than the dataset itself.,[]
62.0,36.0,6.0,62.36.06,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy,0,Risk Sub-Category,Impacts of AI (Bias) ,Long-term effects of AI model biases on user judgment,"The initial user exposure to model biases can have a lasting impact beyond the initial interaction with the model. Users who encounter biases in AI models can be affected by and continue to exhibit previously encountered biases in their decision-making, even after they stop using the models [207].",[]
62.0,38.0,1.0,62.38.01,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,0,Risk Sub-Category,Impacts of AI (Privacy) ,Decision-making on inferred private data,"Current GPAIs (LLMs and multimodal LLM-based models) have significant capability to infer correlations in text data. In some cases, they may be able to make highly accurate data inferences on users based on contextual input that users provide [134]. These data inferences can “leak” or reveal sensitive information about the user, cause unfair treatment, or enable manipulation of user behavior.",[]
62.0,39.0,1.0,62.39.01,6. Socioeconomic and Environmental,6.6 > Environmental harm,0,Risk Sub-Category,Impacts of AI (Environment) ,High energy consumption of large models,Training and deploying large models require substantial energy expenditure. The trend toward developing larger models exacerbates this issue. This can lead to excessive energy usage and have a negative environmental impact.,[]
63.0,1.0,1.0,63.01.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Miscoordination ,Incompatible strategies ,"Incompatible Strategies. Even if all agents can perform well in isolation, miscoordination can still occur due to the agents choosing incompatible strategies (Cooper et al., 1990). Competitive (i.e., two- player zero-sum) settings allow designers to produce agents that are maximally capable without taking other players into account. Crucially, this is possible because playing a strategy at equilibrium in the zero-sum setting guarantees a certain payoff, even if other players deviate from the equilibrium (Nash, 1951). On the other hand, common-interest (and mixed-motive) settings often allow a vast number of mutually incompatible solutions (Schelling, 1980), which is worsened in partially observable environments (Bernstein et al., 2002; Reif, 1984).",[]
63.0,1.0,2.0,63.01.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Miscoordination ,Credit Assignment ,"Credit Assignment. While agents can often learn to jointly solve tasks and thus avoid coordination failures, learning is made more challenging in the multi-agent setting due to the problem of credit assignment (Du et al., 2023; Li et al., 2025, see also Section 3.1 on information asymmetries and Section 3.4, which discusses distributional shift). That is, in the presence of other learning agents, it can be unclear which agents’ actions caused a positive or negative outcome to obtain, especially if the environment is complex. Moreover, in multi-principal settings, agents may not have been trained together and therefore need to generalise to new co-players and collaborators based on their prior experience (Agapiou et al., 2022; Leibo et al., 2021; Stone et al., 2010).",[]
63.0,1.0,3.0,63.01.03,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Miscoordination ,Limited Interactions,"Limited Interactions. Sometimes learning from historical interactions with the relevant agents may not be possible, or may be possible using only limited interactions. In such cases, some other form of information exchange is required for agents to be able to reliably coordinate their actions, such as via communication (Crawford & Sobel, 1982; Farrell & Rabin, 1996a) or a correlation device (Aumann, 1974, 1987). While advances in language modelling mean that there are likely to be fewer settings in which the inability of advanced AI systems to communicate leads to miscoordination, situations that require split-second decisions or where communication is too costly could still produce failures. In these settings, AI agents must solve the problem of ‘zero-shot’ (or, more generally, ‘few-shot’) coordination (Emmons et al., 2022; Hu et al., 2020; Stone et al., 2010; Treutlein et al., 2021; Zhu et al., 2021).",[]
63.0,2.0,1.0,63.02.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Conflict ,Social Dilemmas ,"Social Dilemmas. As noted in our definition, conflict can arise in any situation in which selfish incentives diverge from the collective good, known as a social dilemma (Dawes & Messick, 2000; Hardin, 1968; Kollock, 1998; Ostrom, 1990). While this is by no means a modern problem, advances in AI could further enable actors to pursue their selfish incentives by overcoming the technical, legal, or social barriers that standardly help to prevent this. To take a plausible, near-term (if very low-stakes) example, an automated AI assistant could easily reserve a table at every restaurant in town in minutes, enabling the user to decide later and cancel all other reservations",[]
63.0,2.0,2.0,63.02.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Conflict ,Military Domains ,"Perhaps the most obvious and worrying instances of AI conflict are those in which human conflict is already a major concern, such as military domains (although other, less salient forms of conflict such as international trade wars are also cause for concern). For example, beyond applications of more narrow AI tools in lethal autonomous weapons systems (Horowitz, 2021), future AI systems might serve as advisors or negotiators in high-stakes military decisions (Black et al., 2024; Manson, 2024). Indeed, companies such as Palantir have already developed LLM-powered tools for military planning (Palantir, 2025), and the US Department of Defence has recently been evaluating models for such capacities, with personnel revealing that they “could be deployed by the military in the very near term” (Manson, 2023). The use of AI in command and control systems to gather and synthesise information – or recommend and even autonomously make decisions – could lead to rapid unintended escalation if these systems are not robust or are otherwise more conflict-prone (Johnson, 2021a; Johnson, 2020; Laird, 2020, see also Case Study 10).10",[]
63.0,2.0,3.0,63.02.03,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Conflict ,Coercion and Extortion ,"Advanced AI systems might also lead to various forms of coercion and extortion in less extreme settings (Ellsberg, 1968; Harrenstein et al., 2007). These threats might target humans directly (such as the revelation of private information extracted by advanced AI surveillance tools), or other AI systems that are deployed on behalf of humans (such as by hacking a system to limit its resources or operational capacity; see also Section 3.7). Increasing AI cyber-offensive capabilities – including those that target other AI systems via adversarial attacks and jailbreaking (Gleave et al., 2020; Yamin et al., 2021; Zou et al., 2023) – without a commensurate increase in defensive capabilities could make this form of conflict cheaper, more widespread, and perhaps also harder to detect (Brundage et al., 2018). Addressing these issues requires design strategies that prevent AI systems from exploiting, or being susceptible to, such coercive tactics.",[]
63.0,3.0,1.0,63.03.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Collusion ,Markets ,"Markets. The quintessential case of collusion in mixed-motive settings is markets, in which efficiency results from competition, not cooperation. While this is not a new problem, collusion between AI systems is especially concerning since they may operate inscrutably due to the speed, scale, complexity, or subtlety of their actions.17 Warnings of this possibility have come from technologists, economists, and legal scholars (Beneke & Mackenrodt, 2019; Brown & MacKay, 2023; Ezrachi & Stucke, 2017; Harrington, 2019; Mehra, 2016). Importantly, AI systems can collude even when collusion is not intended by their developers, since they might learn that colluding is a profitable strategy.",[]
63.0,3.0,2.0,63.03.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Collusion ,Steganography ,"Steganography. In the near future we will likely see LLMs communicating with each other to jointly accomplish tasks. To try to prevent collusion, we could monitor and constrain their communication (e.g., to be in natural language). However, models might secretly learn to communicate by concealing messages within other, non-secret text. Recent work on steganography using ML has demonstrated that this concern is well-founded (Hu et al., 2018; Mathew et al., 2024; Roger & Greenblatt, 2023; Schroeder de Witt et al., 2023b; Yang et al., 2019, see also Case Study 5). Secret communication could also occur via text compression (OpenAI, 2023c), or via the emergence of communication between agents where the symbols used by agents lack any predefined meanings or usage guidelines or are otherwise uninterpretable to humans (Foerster et al., 2016; Lazaridou & Baroni, 2020; Sukhbaatar et al., 2016).",[]
63.0,4.0,1.0,63.04.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Information Asymmetries,Communication constraints,"Communication Constraints. A fundamental source of information asymmetries is that constraints on information exchange can exist, even when agents share a common goal (see Section 2.1). These might be constraints on space (i.e., the amount of information that can be communicated) if the information that needs to be communicated is especially complex, time if a snap decision is required before all information can be communicated, or both.",[]
63.0,4.0,2.0,63.04.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Information Asymmetries,Bargaining ,"Bargaining. As a classic example of these strategic considerations is that when agents attempt to come to an agreement despite diverging interests, information asymmetries can lead to bargaining inef- ficiencies (Myerson & Satterthwaite, 1983). Relevant uncertainties about other agents can include how much they value possible agreements, their outside options, or their beliefs about others. The essential reason for such inefficiencies is that, under uncertainty about their counterparties, agents must make a trade-off between the rewards of making more favourable demands and the risk of other agents refusing such demands",[]
63.0,5.0,1.0,63.05.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Network Effects ,Error propagation ,"Error Propagation. One well-known issue with communication networks is that information can be corrupted as it propagates through the network.24 As AI systems become capable of generating and processing more and more kinds of information, AI agents could end up ‘polluting the epistemic commons’ (Huang & Siddarth, 2023; Kay et al., 2024) of both other agents (Ju et al., 2024) and humans (see Case Study 7 and Section 3.1) Another increasingly important framework is the use of individual AI agents as part of teams and scaffolded chains of delegation, which transmit not only information but instructions or goals through networks of agents. If these goals are distorted or corrupted, then this can lead to worse outcomes for the delegating agent(s) (Nguyen et al., 2024b; Sourbut et al., 2024). Finally, while the previous examples are phrased in terms of unintentional errors, it may be that certain network structures allow – or perhaps even encourage – the spread of errors that are deliberately introduced by malicious agents (Gu et al., 2024; Ju et al., 2024; Lee & Tiwari, 2024, see also Case Study 8).",[]
63.0,5.0,2.0,63.05.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Network Effects ,Network rewiring ,"Network Rewiring. A different class of problems concerns not changes in the content transmitted through the network but changes in the network structure itself (Albert et al., 2000).",[]
63.0,5.0,3.0,63.05.03,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Network Effects ,Homogeneity and correlated failures,"Homogeneity and Correlated Failures. The current paradigm driving the state of the art in AI is the ‘foundation model’ (Bommasani et al., 2021): large-scale ML models pre-trained on broad data, which can be repurposed for a wide range of downstream applications. The costs required to create such models (and continuing returns to scale) means that only well-resourced actors can create cutting- edge models (Epoch, 2023; Hoffmann et al., 2022; Kaplan et al., 2020), making them relatively few in number. If current trends continue, it is likely that many AI agents will be powered by a small number of similar underlying models.28",[]
63.0,6.0,1.0,63.06.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Selection Pressures,Undesirable Dispositions from Competition,"Undesirable Dispositions from Competition. It is plausible that evolution selected for certain conflict-prone dispostions in humans, such as vengefulness, aggression, risk-seeking, selfishness, dishon- esty, deception, and spitefulness towards out-groups (Grafen, 1990; Han, 2022; Konrad & Morath, 2012; McNally & Jackson, 2013; Nowak, 2006; Rusch, 2014). Such traits could also be selected for in ML systems that are trained in more competitive multi-agent settings. For example, this might happen if systems are selected based on their performance relative to other agents (and so one agent’s loss becomes another’s gain), or because their objectives are fundamentally opposed (such as when multiple agents are tasked with gaining or controlling a limited resource) (DiGiovanni et al., 2022; Ely & Szentes, 2023; Hendrycks, 2023; Possajennikov, 2000).33",[]
63.0,6.0,2.0,63.06.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Selection Pressures,Undesirable Dispositions from Human Data,"Undesirable Dispositions from Human Data. It is well-understood that models trained on human data – such as being pre-trained on human-written text or fine-tuned on human feedback – can exhibit human biases. For these reasons, there has already been considerable attention to measuring biases related to protected characteristics such as sex and ethnicity (e.g., Ferrara, 2023; Liang et al., 2021; Nadeem et al., 2020; Nangia et al., 2020), which can be amplified in multi-agent settings (Acerbi & Stubbersfield, 2023, see also Case Study 7). More recently, there has been increasing attention paid to the measurement of human-like cognitive biases as well (Itzhak et al., 2023; Jones & Steinhardt, 2022; Mazeika et al., 2025; Talboy & Fuller, 2023). Some of these biases and patterns of human thought could reduce the risks of conflict while others could make it worse. For example, the tendencies to mistakenly believe that interactions are zero-sum (sometimes referred to as “fixed-pie error”) and to make self- serving judgements as to what is fair (Caputo, 2013) are known to impede negotiation. Other human tendencies like vengefulness (Jackson et al., 2019) may worsen conflict (L ̈owenheim & Heimann, 2008).",[]
63.0,6.0,3.0,63.06.03,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Selection Pressures,Undesirable Capabilities,"Undesirable Capabilities. As agents interact, they iteratively exploit each other’s weaknesses, forc- ing them to address these weaknesses and gain new capabilities. This co-adaptation between agents can quickly lead to emergent self-supervised autocurricula (where agents create their own challenges, driving open-ended skill acquisition through interaction), generating agents with ever-more sophisticated strate- gies in order to out-compete each other (Leibo et al., 2019). This effect is so powerful that harnessing it has been critical to the success of superhuman systems, such as the use of self-play in algorithms like AlphaGo (Silver et al., 2016). However, as AI systems are released into the wild, it becomes possible for this effect to run rampant, producing agents with greater and greater capabilities for ends we do not understand",[]
63.0,7.0,1.0,63.07.01,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Destabilising Dynamics ,Feedback Loops,"Feedback Loops. One of the best-known historical examples to illustrate destabilising dynamics in the context of autonomous agents is the 2010 flash crash, in which algorithmic trading agents entered into an unexpected feedback loop (Commission & Commission, 2010, see also Case Study 10).37 More generally, a feedback loop occurs when the output of a system is used as part of its input, creating a cycle that can either amplify or dampen the system’s behaviour. In multi-agent settings, feedback loops often arise from the interactions between agents, as each agent’s actions affect the environment and the behaviour of other agents, which in turn affect their own subsequent actions. Feedback loops can lead not only to financial crashes but to military conflicts (Richardson, 1960, see also ??) and ecological disasters (Holling, 1973).",[]
63.0,7.0,2.0,63.07.02,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Destabilising Dynamics ,Cyclic Behaviour,"Cyclic Behaviour. The dynamics described above are highly non-linear (small changes to the system’s state can result in large changes to its trajectory). Similar non-linear dynamics can emerge in multi- agent learning and lead to a variety of phenomena that do not occur in single-agent learning (Barfuss et al., 2019; Barfuss & Mann, 2022; Galla & Farmer, 2013; Leonardos et al., 2020; Nagarajan et al., 2020). One of the simplest examples of this phenomenon is Q-learning (Watkins & Dayan, 1992): in the case of a single agent, convergence to an optimal policy is guaranteed under modest conditions, but in the (mixed-motive) case of multiple agents, this same learning rule can lead to cycles and thus non- convergence (Zinkevich et al., 2005). While cycles in themselves need not carry any risk, their presence can subvert the expected or desirable properties of a given system.",[]
63.0,7.0,3.0,63.07.03,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,0,Risk Sub-Category,Destabilising Dynamics ,Chaos,"Chaos. Unlike the systems that tend towards fixed points or cycles described above, chaotic systems are inherently unpredictable and highly sensitive to initial conditions. While it might seem easy to dismiss such notions as mathematical exoticisms, recent work has shown that, in fact, chaotic dynamics are not only possible in a wide range of multi-agent learning setups (Andrade et al., 2021; Galla & Farmer, 2013; Palaiopanos et al., 2017; Sato et al., 2002; Vlatakis-Gkaragkounis et al., 2023), but can become the norm as the number of agents increases (Bielawski et al., 2021; Cheung & Piliouras, 2020; Sanders et al., 2018). To the best of our knowledge, such dynamics have not been seen in today’s frontier AI systems, but the proliferation of such systems increases the importance of reliably predicting their behaviour.",[]
