Mitigation_ID,Action Name,Action Definition,MitigationCode
613,Monitoring of model capabilities,"AI models are often trained to develop specific capabilities by using appropriate training data and training goals. However, models may develop capabilities that they were not specifically trained for. One subset of this is emergent capabilities, i.e., capabilities that emerged in larger models but not smaller models given a similar training process [215]. These capabilities can be monitored, allowing models to be tested not only for their intended capabilities but also for capabilities that are not intended.",3.5 Post-deployment Monitoring
614,Post-deployment ongoing monitoring for unexpected use cases,"Ongoing monitoring of AI systems can uncover emergent or newly identified capabilities and limitations, in particular when new use cases are found, or in a large-scale deployment with a diverse population of users. These new capa- bilities or limitations can inform ongoing risk analysis. New use-cases can be discovered via monitoring publications, online forums, or APIs [131]. For example, a LLM might have unexpectedly high competence at giving con- vincing medical advice, despite not being directly developed for that purpose, nor verified for accuracy. In that case, the potential risks of this newly found competence can be assessed.",3.5 Post-deployment Monitoring
615,Monitoring protocols for po- tentially adversarial GPAI systems,"Similar to cybersecurity protocols, AI providers can prepare in advance for po- tential adversarial action from AI systems by developing and stress-testing protocols for potential adversarial action [179]. Such adversarial action may range from hiding code exploits, to strategic deception or loss of control related be- haviors. AI systems may be adversarial due to malicious actors (e.g., data poisoning), or due to unintended issues of control (lack of alignment with human intent). Alongside improving the system alignment, external monitoring and restrictions may be deployed in advance to “catch” these adversarial model malfunctions before harm is done. Like with cybersecurity red teaming, any protocol which assumes adversarial action can be stress tested in advance. For example, this can be done by pro- jecting the plausible capabilities and affordances of the adversarial actor (e.g., in the case of a tech company - a hacker, or a disgruntled employee). From this process, measures that better anticipate possible adversarial action can be deployed, and catch unsuccessful attempts at adversarial behavior. If such unsuccessful attempts are caught, they can be reported in incident re- ports, and serve as an input to further risk analysis. Depending on their severity, it may be advisable to recall the system if deployed. Examples of these protocols include [84]: • Flagging of suspicious frontier AI system code generation for human over- sight, with the help of better proven (“trusted”) AI systems or automated keyword detection. • Using a better proven (“trusted”) AI system to edit the code produced by a frontier AI system if suspicious.• Monitoring of AI system with another instance of this same system, with filters to prevent collusion. • Restriction of access of the AI system to private information.",3.5 Post-deployment Monitoring
616,Tracking benchmark leakage,"Constant monitoring and documentation of benchmark leakage can help with the early detection of benchmark leaks [224, 95].",3.5 Post-deployment Monitoring
617,Shutdown procedures,Developers can be required to document if and which protocols exist to shut down frontier systems that are under their control.,3.6 Incident Response & Recovery
618,Emergency Rollback Plan,Critically dangerous capabilities or very severe yet unexpected misuse patterns might only surface after a system has been deployed. Has your firm developed an emergency response plan to react to scenarios where such problems cannot be resolved quickly via updates? Please select all interventions that your organization has implemented. Made legal and technical preparations to roll back a system rapidly Formally specified the risk threshold that would trigger a rapid rollback Committed to regular safety drills to test emergency response,3.6 Incident Response & Recovery
619,Emergency response plan,"AGI labs should have and practice implementing an emergency response plan. This might include switching off systems, overriding their outputs, or restricting access.",3.6 Incident Response & Recovery
620,Model containment,AGI labs should contain models with sufficiently dangerous capabilities (e.g. via boxing or air-gapping).,3.6 Incident Response & Recovery
622,Capability to promptly enact a full shutdown,"When enacting a full shutdown, the developer shall take into account, as appropriate, the risk that a shutdown of the covered model, or particular covered model derivatives, could cause disruptions to critical infrastructure.",3.6 Incident Response & Recovery
623,Incident Response Process,"Establish organizational policies and procedures for after action reviews of GAI system incident response and incident disclosures, to identify gaps; Update incident response and incident disclosure processes as required.",3.6 Incident Response & Recovery
624,Deactivation Protocol,Protocols are put in place to ensure GAI systems are able to be deactivated when necessary.,3.6 Incident Response & Recovery
626,Response Team Verification,Establish processes to verify the AI Actors conducting GAI incident response tasks demonstrate and maintain the appropriate skills and training.,3.6 Incident Response & Recovery
627,Third-Party Response Plans,"Establish incident response plans for third-party GAI technologies: Align incident response plans with impacts enumerated in MAP 5.1; Communicate third-party GAI incident response plans to all relevant AI Actors; Define ownership of GAI incident response functions; Rehearse third-party GAI incident response plans at a regular cadence; Improve incident response plans based on retrospective learning; Review incident response plans for alignment with relevant breach reporting, data protection, data privacy, or other laws.",3.6 Incident Response & Recovery
628,Rollover and Fallback Management,"Establish policies and procedures to test and manage risks related to rollover and fallback technologies for GAI systems, acknowledging that rollover and fallback may include manual processing.",3.6 Incident Response & Recovery
629,IP Infringement Response,Implement processes for responding to potential intellectual property infringement claims or other rights.,3.6 Incident Response & Recovery
630,Security Implementation Rate,Measure the rate at which recommendations from security checks and incidents are implemented. Assess how quickly the AI system can adapt and improve based on lessons learned from security incidents and feedback,3.6 Incident Response & Recovery
631,User Instruction Adequacy,Verify adequacy of GAI system user instructions through user testing.,3.6 Incident Response & Recovery
632,Decommission AI Systems Safely,Processes and procedures are in place for decommissioning and phasing out AI systems safely and in a manner that does not increase risks or decrease the organization’s trustworthiness.,3.6 Incident Response & Recovery
633,Contingency Planning for Third-Party Failures,Contingency processes are in place to handle failures or incidents in third-party data or AI systems deemed to be high-risk.,3.6 Incident Response & Recovery
634,Respond to Unknown Risks,Procedures are followed to respond to and recover from a previously unknown risk when it is identified.,3.6 Incident Response & Recovery
635,Deactivate Misaligned Systems,"Mechanisms are in place and applied, and responsibilities are assigned and understood, to supersede, disengage, or deactivate AI systems that demonstrate performance or outcomes inconsistent with intended use.",3.6 Incident Response & Recovery
636,Value Chain and Component Integration,"Develop and update GAI system incident response and recovery plans and procedures to address the following: Review and maintenance of policies and procedures to account for newly encountered uses; Review and maintenance of policies and procedures for detection of unanticipated uses; Verify response and recovery plans account for the GAI system value chain; Verify response and recovery plans are updated for and include necessary details to communicate with downstream GAI system Actors: Points-of-Contact (POC), Contact information, notification format. (AI Deployment, Operation and Monitoring)",3.6 Incident Response & Recovery
637,Information Security,Establish and maintain procedures for escalating GAI system incidents to the organizational risk management authority when specific criteria for deactivation or disengagement is met for a particular context of use or for the GAI system as a whole.,3.6 Incident Response & Recovery
639,"Human-AI Configuration; Dangerous, Violent, or Hateful Content","Practice and follow incident response plans for addressing the generation of inappropriate or harmful content and adapt processes based on findings to prevent future occurrences. Conduct post-mortem analyses of incidents with relevant AI Actors, to understand the root causes and implement preventive measures.",3.6 Incident Response & Recovery
640,"Incident Response, Escalation, and Remeditation Plans",Develop an organisational incident response plan. The inevitability of security incidents affecting systems is reflected in organisational incident response planning. A well-planned response will help minimise the damage caused by an attack and support recovery.,3.6 Incident Response & Recovery
641,Mitigation Actions for AI-related security incidents,Take action to mitigate and remediate issues and document any AI-related security incidents and vulnerabilities.,3.6 Incident Response & Recovery
642,Continuous Updating of Defensive Tools,"Continuously update defensive tools as workarounds are discovered. In some cases, this may be an ongoing effort that requires sustained investment.",3.6 Incident Response & Recovery
643,Worst-case scenario Response,"Implement processes and technical requirements to enable rapid rollback or withdrawal of models in case of egregious, widespread or consistent harms. Rolling back to a previous version of a model that does not suffer from the same misuse threats, or withdrawing access to a model altogether, may be proportionate actions in such situations of extreme threat or consistent misuse. Running periodic dry runs could increase preparedness for such situations.",3.6 Incident Response & Recovery
644,Internal data poisoning diagnosis,"Providers can have an internal framework to identify what specific data poison- ing attack their model may be a victim of based on a set of symptoms, such as analysis of target algorithm and architecture, perturbation scope and dimen- sion, victim model, and data type [39]. This framework includes known defenses against the diagnosed attack, which providers can then apply to the model.",3.6 Incident Response & Recovery
645,Redundant systems not reliant on GPAI,"Redundant systems provide continuation of a given system’s processes in case of failure of the given system. Importantly, redundant systems should not rely on the factors that caused the original system to fail in the first place, which can include an AI system [47]. For example, if an AI system is incorporated into the landing gear system of an aircraft, such as during autonomous control of the aircraft, redundant systems in the form of mechanical or hydraulic mechanisms must be present to allow for deployment of the landing gear in case of AI system failure.",3.6 Incident Response & Recovery
646,Safety Drills,"Regularly practicing the implementation of an emergency response plan to stress test the organization's ability to respond to reasonably foreseeable, fast-moving emergency scenarios.",3.6 Incident Response & Recovery
647,Apply Lifecycle Risk Controls,"Implement risk-reduction controls as appropriate throughout a GPAIS lifecycle, e.g., independent auditing, incremental scale-up, red-teaming, structured access or staged release, and other steps",3.X Operational Process Control not otherwise categorized
648,Sustain Deployed System Value,Mechanisms are in place and applied to sustain the value of deployed AI systems.,3.X Operational Process Control not otherwise categorized
649,Documentation,"There are numerous documentation best practices, guidelines, and requirements for AI systems to track e.g. training data, model design and functionality, intended use cases, limitations, and risks. Model cards’ and ‘system cards’ are examples of prominent AI documentation standards",4.1 System Documentation
650,Document compute usage,"Given that computing power is key to frontier AI development (Sastry et al., 2024), frontier developers can be required to document their compute resources including details such as the usage, providers, and the location of compute clusters.",4.1 System Documentation
651,Documentation availability,All of the above documentation can be made available to the public (redacted) and AI governing authorities (unredacted).,4.1 System Documentation
652,Model specification and basic info,"Developers can be required to document intended use cases and behaviors (e.g., OpenAI, 2024) and basic information about frontier systems such as scale.",4.1 System Documentation
654,Establish documentation sharing mechanism,"Implement a process to share information and documentation to third-parties, including to regulators and downstream deployers or developers.",4.1 System Documentation
655,Publication of Alignment Research,"Does your organization publish alignment research? If yes, please provide a URL to a website that showcases relevant publications.",4.1 System Documentation
656,Publish results of safety tests,"This involves publicly disclosing the outcomes and findings of AI safety tests, providing transparency and accountability regarding the system's performance against defined safety benchmarks.",4.1 System Documentation
658,Legal Compliance Alignment,"Align GAI development and use with applicable laws and regulations, including those related to data privacy, copyright and intellectual property law.",4.1 System Documentation
659,Documentation Retention Policy,"Maintain a document retention policy to keep history for test, evaluation, validation, and verification (TEVV), and digital content transparency methods for GAI.",4.1 System Documentation
660,Comprehensive Inventory Details,"In addition to general model, governance, and risk information, consider the following items in GAI system inventory entries: Data provenance information (e.g., source, signatures, versioning, watermarks); Known issues reported from internal bug tracking or external information sharing resources (e.g., AI incident database, AVID, CVE, NVD, or OECD AI incident monitor); Human oversight roles and responsibilities; Special rights and considerations for intellectual property, licensed works, or personal, privileged, proprietary or sensitive data; Underlying foundation models, versions of underlying models, and access modes.",4.1 System Documentation
661,Downstream Impact Verification,Verify that downstream GAI system impacts (such as the use of third-party plugins) are included in the impact documentation process.,4.1 System Documentation
662,Third-Party Change Records,"Maintain records of changes to content made by third parties to promote content provenance, including sources, timestamps, metadata.",4.1 System Documentation
663,Value Chain Risk Documentation,Document GAI risks associated with system value chain to identify over-reliance on third-party data and to identify fallbacks.,4.1 System Documentation
664,Upstream Dependency Documentation,"Identify and document how the system relies on upstream data sources, including for content provenance, and if it serves as an upstream dependency for other systems.",4.1 System Documentation
665,Human Domain Knowledge Documentation,"Document the extent to which human domain knowledge is employed to improve GAI system performance, via, e.g., RLHF, fine-tuning, retrieval-augmented generation, content moderation, business rules.",4.1 System Documentation
666,GAI Model Documentation,"Document GAI model details including: Proposed use and organizational value; Assumptions and limitations, Data collection methodologies; Data provenance; Data quality; Model architecture (e.g., convolutional neural network, transformers, etc.); Optimization objectives; Training algorithms; RLHF approaches; Fine-tuning or retrieval-augmented generation approaches; Evaluation data; Ethical considerations; Legal and regulatory requirements.",4.1 System Documentation
667,Disclose Risks to Stakeholders,"Incorporate identified AI system risk factors, and circumstances that could result in impacts or harms, into reporting and engagement with internal and external stake- holders (e.g., to downstream developers, regulators, users, impacted communities, etc.) on the AI system as appropriate, e.g., using model cards, system cards, and other transparency mechanisms",4.1 System Documentation
668,Document Intended Use & Context,"Intended purposes, potentially beneficial uses, context-specific laws, norms and expectations, and prospective settings in which the AI system will be deployed are understood and documented.",4.1 System Documentation
669,Document AI Mission & Goals,The organization’s mission and relevant goals for AI technology are understood and documented.,4.1 System Documentation
670,Business Use,The business value or context of business use has been clearly defined or – in the case of assessing existing AI systems – re-evaluated.,4.1 System Documentation
671,Define Tasks & Methods,"The specific tasks and methods used to implement the tasks that the AI system will support are defined (e.g., classifiers, generative models, recommenders).",4.1 System Documentation
672,Document Limits & Oversight,Information about the AI system’s knowledge limits and how system output may be utilized and overseen by humans is documented. Documen- tation provides sufficient information to assist relevant AI actors when making decisions and tak- ing subsequent actions.,4.1 System Documentation
673,Document TEVV & Integrity,"Scientific integrity and TEVV considerations are identified and docu- mented, including those related to experimental design, data collection and selection (e.g., availability, represen- tativeness, suitability), system trustworthiness, and construct validation",4.1 System Documentation
674,Document Intended Benefits,Potential benefits of intend- ed AI system functionality and performance are ex- amined and documented,4.1 System Documentation
675,Document Application Scope,"Targeted application scope is specified and documented based on the system’s capability, established context, and AI system categorization.",4.1 System Documentation
676,Document TEVV Tools & Metrics,"Test sets, metrics, and details about the tools used during TEVV are documented.",4.1 System Documentation
677,Measure & Document Deployment Performance,AI system performance or assurance criteria are measured qualitatively or quantitatively and demonstrated for conditions similar to deployment setting(s). Measures are documented,4.1 System Documentation
678,Explain & Document Model Behavior,"The AI model is explained, validated, and documented, and AI system output is interpreted within its context – as identified in the Map function – to inform responsible use and governance.",4.1 System Documentation
679,Human-AI Configuration; Information Integrity; Harmful Bias and Homogenization,"Provide input for training materials about the capabilities and limitations of GAI systems related to digital content transparency for AI Actors, other professionals, and the public about the societal impacts of AI and the role of diverse and inclusive content generation (AI Deployment, Affected Individuals and Communities, End-Users, Operation and Monitoring, TEVV)",4.1 System Documentation
680,Information Integrity,"Document training data sources to trace the origin and provenance of AI generated content (AI Deployment, AI Impact Assessment, Governance and Oversight, Operation and Monitoring).",4.1 System Documentation
681,Human-AI Configuration,Use visualizations or other methods to represent GAI model behavior to ease non-technical stakeholders understanding of GAI system functionality,4.1 System Documentation
682,Information Sharing with Downstream Users,"Share specific information with downstream users of the model to enable more effective risk mitigation across the AI supply chain and build consumer confidence. This could include uses of the model that are against their terms of service, and could be provided to users through user terms or published information about the model.",4.1 System Documentation
683,Data Documentation,"Document data, models, prompts, evaluation materials and other assets, using commonly used structures such as data cards, model cards and software bills of materials (SBOMs). This will allow you to identify and share key information, including particular security concerns, quickly and easily.",4.1 System Documentation
684,Documentation of Results of Input Data Audits,"Document the results of input data audits, including metadata. Frontier AI organisations could look to emerging standards when documenting the results of input data audits, such as datasheets for datasets",4.1 System Documentation
685,Calibrated confidence measures for model pre- dictions,"Incorporating calibrated confidence measures alongside a model’s predictions and standard performance metrics, such as accuracy, can help users identify in- stances of overconfidence in incorrect predictions or underconfidence in correct ones [85]. These additional measures can provide users with more information to better interpret the model’s decisions and assess whether its predictions can be trusted.",4.1 System Documentation
686,Model registration,"Developers can be required to register (McKernon et al., 2024) frontier systems with governing bodies (regardless of whether they will be externally deployed).",4.2 Risk Disclosure
687,Implement a risk reporting mechanism,"Establish processes to identify and disclose known or reasonably foreseeable risks, the discovery of new risks, or instances of non-conformity to third parties.",4.2 Risk Disclosure
688,Notify government about large training runs,Does your organization notify the appropriate government authorities about large upcoming training runs?,4.2 Risk Disclosure
689,Pre-deployment risk disclosure,Does your organization share the results of its pre-deployment risk assessments with the appropriate government(s) before deploying a new model? Does this reporting include details on internal safety evaluations and any safety evaluations completed by independent third parties? Is the government provided with a justification for why the firm deems the system safe enough to deploy and is willing to accept the remaining risks? Please check all that apply.,4.2 Risk Disclosure
690,Pre-training risk disclosure,Does your organization share the results of model-specific pre-training risk assessments with the appropriate government authorities before launching large training runs?,4.2 Risk Disclosure
691,Safety evaluation transparency,We highlight the main sources of information about content and results of the safety evaluations.,4.2 Risk Disclosure
692,Notify a state actor before deployment,AGI labs should notify appropriate state actors before deploying powerful models.,4.2 Risk Disclosure
693,Notify affected parties,AGI labs should notify parties who will be negatively affected by a powerful model before deploying it.*,4.2 Risk Disclosure
694,Publish internal risk assessment results,"AGI labs should publish the results or summaries of internal risk assessments, unless this would unduly reveal proprietary information or itself produce significant risk. This should include a justification of why the lab is willing to accept remaining risks.*",4.2 Risk Disclosure
696,Pre-registration of large training runs,AGI labs should register upcoming training runs above a certain size with an appropriate state actor.,4.2 Risk Disclosure
697,Report new model deployments to the AG within 30 days,"This mandates notifying relevant regulatory bodies, such as the Attorney General, about the deployment of new AI models within a specified timeframe, ensuring governmental awareness and oversight.",4.2 Risk Disclosure
698,Publish assessment of the risk of catastrophic harms from the model,"This requires transparently disclosing a detailed evaluation of potential high-impact, severe, or widespread negative consequences that could arise from the AI model's deployment.",4.2 Risk Disclosure
699,Public Transparency,"Signatories commit to publishing information relevant to the public understanding of systemic risks stemming from their GPAISRs, where necessary to effectively enable assessment and mitigation of systemic risks, including new or updated versions of their Frameworks and Model Reports.",4.2 Risk Disclosure
700,Safety and Security Model Reports,"Signatories should commit to reporting to the AI Office about their implementation of the Code, and especially the application of their Framework to the development, making available on the market, and/or use of their GPAISRs, by creating a Safety and Security Model Report, which will document: (1) the results of systemic risk assessment and mitigation for the model in question; and (2) justifications of decisions to make the model in question available on the market.",4.2 Risk Disclosure
701,Stakeholder Sharing of Risk Documentation,"The results of the risk modeling work should be well documented, including the methodologies used, the experts involved, and the list of identified scenarios. This documentation should be shared with relevant stakeholders",4.2 Risk Disclosure
702,National Security Involvement,"When systems may raise national security risks, involve national security professionals in mapping, measuring, and managing those risks.",4.2 Risk Disclosure
703,Pre-Deployment Results Sharing,"Share results of pre-deployment testing with relevant GAI Actors, such as those with system release approval authority",4.2 Risk Disclosure
704,Annotator Instruction Documentation,Document the instructions given to data annotators or AI red-teamers.,4.2 Risk Disclosure
705,Document Mitigation Rationale,"Document the process used in considering risk mitigation controls, the options considered, and reasons for choices.",4.2 Risk Disclosure
706,Document & Share AI Risk Impacts,"Organizational teams document the risks and potential impacts of the AI technology they design, develop, deploy, evaluate, and use, and they communicate about the impacts more broadly.",4.2 Risk Disclosure
707,Human-AI Configuration; Harmful Bias and Homogenization,Share transparency reports with internal and external stakeholders that detail steps taken to update the GAI system to enhance transparency and accountability,4.2 Risk Disclosure
708,Risk Assessment Disclosure to Third Parties,"Regularly update relevant stakeholders on risk assessment and mitigation measures: This will enable assessment of whether AI organisations have sufficient risk management processes in place, build up a picture of best practices, and make recommendations to address gaps. When sharing this information with external actors, consideration should be given to commercially sensitive information. Additional ad hoc updates could be provided in cases of major developments.Include information on evaluations, risk assessment and mitigation, and individuals involved. For example: 1) What types of tests and evaluations are being run on which types of models; 2) What other risk assessment methods are being used, which kinds of expertise are drawn on, and whether impacted stakeholders are being involved; 3) How risk mitigation measures are being monitored; 4) Which teams and individuals are involved at different stages of the risk management process (and how, if at all, third parties are involved); 5) Measures taken to address specific categories of risk, such as cybersecurity measures",4.2 Risk Disclosure
709,Discretionary Evaluator Disclosure,"Allow evaluators to share and discuss the results of their evaluations, with potential restrictions where necessary e.g. not sharing proprietary information, information whose spread could lead to substantial harm or information that would have an adverse effect on competition in the market. Sharing the results of evaluations can allow governments, regulators, users, and other frontier AI organisations to make informed decisions.",4.2 Risk Disclosure
710,Disclosure of Model Evaluation Research and Development,"Share the products of their model evaluation research and development, except when sharing the results might be harmful. In some cases, findings (e.g. about how to elicit dangerous capabilities) could be harmful if spread. When the expected harm is sufficiently small, the AI research community, other frontier AI organisations, and relevant government bodies could benefit from being informed of their work.",4.2 Risk Disclosure
711,Disclosure of Risk Assessment Processes,"Share details of risk assessment processes and risk mitigation measures with relevant government authorities and other AI companies, as set out in Responsible Capability Scaling.",4.2 Risk Disclosure
712,Pre-training Disclosure of High-Level Model Details to Government Authorities,"Before training, share high-level model details with the relevant government authorities and justify why the training run does not impose unacceptable risk. This includes: 1) A high-level description of the model (including high-level information on intended use cases, intended users, training data, and model architecture); 2) Compute details (including the maximum the organisation plans to use, as well as information about its location and who provides it); 3) Description of the data that will be used to train the model; 4) Evidence from scaling small models that the full training run does not pose unacceptably high risks; 5) Descriptions of specific internal and external risk assessments and mitigation efforts,3 and an overall safety assessment justifying why and how the training run is sufficiently low-risk to execute; 6) Description of which, if any, domain experts and impacted stakeholders have been involved in the project’s design, as well as risk and impact assessment; 7) Plans for model evaluations during and after training, as well as predicted dangerous capabilities",4.2 Risk Disclosure
713,Updates to Government Authorities During Training,"During training, update information provided to relevant government authorities with any significant changes to the model itself or its risk profile. This could include: 1) Updates on model development at each evaluation checkpoint as well as any significant updates to the development plan; 2) Results from model evaluations, including details of emergent dangerous capabilities and whether these were expected; 3) Whether and how the risk context has changed (e.g. if other AI tools have been published that the model could interact with)",4.2 Risk Disclosure
714,Disclosure of Risk Context to Government Authorities at Deployment,"At the point of deployment, share details of the model, any risks the model might pose and what steps have been taken to mitigate those risks with relevant government authorities and the wider public. Information can be provided in full to the relevant government authority, ensuring that robust security measures are in place to protect sensitive information. Some of this information can be made available to the public by publishing a transparency report (e.g. a model card) and providing general overviews of model purpose and risk assessment evaluation results. Information that exposes model vulnerabilities or facilitates the spread of dangerous capabilities should be redacted from the transparency report, unless sharing this information publicly would be sufficiently helpful for mitigating the risks the model poses. Information that is commercially sensitive (e.g. detailed information on training data) or exposes the capabilities or vulnerabilities of the model should be redacted. Commercially sensitive information could be shared with government or regulators, who could share this information with industry in an aggregated or anonymised form. Information shared at deployment could include: 1) A description of the model; 2) Information about safe practices for model usage (including domains of inappropriate and appropriate use, or guidelines on determining whether a use is appropriate); 3) Training details, including a detailed description of the training data and any biases they may encode; 4) The model’s biases, risks and limitations; 5) Pre-development and pre-deployment risk and impact assessment procedures; 6) Details of the evaluation process the frontier AI organisation conducted, including time and resources spent, information about the expertise and independence of people conducting the evaluations, the level of access given to evaluators, and anticipated limitations of the evaluations used; 7) Details about which, if any, domain experts and impacted stakeholders have been involved in the project’s design and risk and impact assessment; 8) The results of any internal or external evaluations that were conducted; 9) Holistic assessments of the models’ robustness, interpretability, and controllability, drawing on more specific evaluation results; 9) Significant measures taken to mitigate potential harmful consequences of deployment, including accountability and verification mechanisms put in place, and internal governance processes carried out; 10) Capabilities and risks of the final, public-release model before and after safety mitigations, including a description of the mitigations to prevent accidents and misuse (e.g. available tools and their expected effectiveness); 11) Plans for ongoing, post-deployment monitoring of risks and capabilities and how the organisation will respond to future incidents (unless releasing this information would allow bad actors to circumvent post-deployment safety measures); 12) Descriptions of post-deployment access controls; 13) Expected compute requirements for running the model during deployment",4.2 Risk Disclosure
716,Principled Policies for Disclosure,"Develop principled policies about what information to share publicly, with governments, or not at all. These policies could specify situations under which sharing some piece of information is subject to a risk assessment, along with guidelines for conducting the risk assessment and responding to it. It is important, however, to avoid creating risk assessment criteria and procedures that are overly strict and intensive to prevent excessive opacity. These policies could be guided and overseen by an independent review panel of multidisciplinary experts to ensure decisions made about or against information sharing are justifiable and oriented to optimal transparency.",4.2 Risk Disclosure
717,Disclosure of Information with AI-focused Government Authorities,"Share complete forms of this information with central AI-focused government authorities (including central government bodies, security agencies, and regulators) to enable robust government oversight of potentially high-risk areas of AI development and the processes in place to identify and manage those risks. These authorities could then further share information selectively with additional government bodies where relevant. Some particularly security-relevant pieces of information may need to be shared directly with security agencies, such as the cybersecurity measures being used in model development (which would make it easier for those agencies to identify potential security risks), or specific physical or cybersecurity threat incidents. Robust security measures are in place when sharing more sensitive information.",4.2 Risk Disclosure
720,Cost-Benefit Analysis of Sharing Vulnerability Reports,"Consider the ways in which sharing information about vulnerabilities can both exacerbate and mitigate risks. Sharing can alert would-be attackers, but also alert would-be victims and actors with the power to create defences. One particularly important factor is how easily fixable the model vulnerability is. If a vulnerability will take a very long time to fix, or cannot be fixed, then public reporting may not be justified.",4.2 Risk Disclosure
721,Development of Protocols for Disclosure of Model Vulnerability Information,"Developing – and publicly describe – protocols for deciding how to share model vulnerability information. These protocols may, for example, outline conditions under which information is to be shared with different actors depending on the type of harm or vulnerability identified.",4.2 Risk Disclosure
722,Mechanisms to Disclose Vulnerability Reports to Third Parties,"Put in place mechanisms to disclose information about vulnerabilities to relevant government authorities, law enforcement, and other affected organisations. This may be particularly relevant for vulnerabilities where public disclosure might increase the risk of harm.",4.2 Risk Disclosure
724,Discretion around sharing Defense Tools,"Disseminate defensive tools responsibly, sometimes sharing them publicly and sometimes sharing them only with particular actors. In some cases, making a tool freely available (e.g. by open-sourcing it) may reduce its effectiveness by allowing malicious actors to study it and circumvent it.",4.2 Risk Disclosure
725,Public Sharing of Societal Impact Assessments,"In the absence of sufficiently substantial downsides to sharing, frontier AI organisations are encouraged to share the products of this work broadly.",4.2 Risk Disclosure
726,Reporting of Broad Patterns of Misuse,"Report information on broad patterns of misuse. This information can help governments, the public, and other frontier AI organisations to better understand risks. Reports may focus on population-level metrics related to API usage, such as the rate of harmful inputs filtered or the number of users banned for misuse. This information may benefit from being presented in a clear and understandable way and made optimally accessible.",4.2 Risk Disclosure
727,Protocols for Sharing API users Information with government authorities,"Establish protocols for deciding when and how to share information about API users with relevant government authorities. These protocols may include covering circumstances under which information about a user is proactively shared with government bodies (e.g. cases where there is reason to think a user may be attempting to cause grave harm), and how to respond to government requests for data.",4.2 Risk Disclosure
728,Disclosure of Input Data Audits with External Stakeholders,"Share information about input data audits with users and external stakeholders. Some information could be included in transparency reports, such as high-level information about training data (including data sources), data auditing procedures, and measures taken to reduce risk (see Model Reporting and Information Sharing). More sensitive information may be shared directly with regulators and external auditors.",4.2 Risk Disclosure
729,Pre-registration of large training runs,"Registering upcoming training runs above a certain size with an appropriate state actor. Such reports could include descriptions of architecture, training compute, data collection and curation, training objectives and techniques, and planned risk management procedures.",4.2 Risk Disclosure
730,Incident Reporting,"The process of systematically documenting and sharing cases in which developing or deploying AI has caused direct or indirect harms. Incident reporting is common in many domains, from human resources to cybersecurity. It has also become more common for AI.",4.3 Incident Reporting
731,Incident reporting,Frontier developers can be required to document and report on substantial incidents in a timely manner.,4.3 Incident Reporting
732,Establish a general purpose incident response mechanism,"Establish processes to enable incident monitoring and reporting. This includes defining ”serious incidents” or set a threshold for formal reporting based on regulatory requirements to third-parties, regulators, and impacted individuals.",4.3 Incident Reporting
733,AI incident reporting,"Does your organization report AI incidents, adverse events, and near-misses related to frontier AI models to the appropriate government?",4.3 Incident Reporting
734,Cyber Threat Intelligence Sharing,Does your organization share cyber threat intelligence information with the appropriate government(s) and other leading AI firms?,4.3 Incident Reporting
735,Security breach disclosure,Does your organization disclose security breaches to the appropriate government(s)? Does this policy include reporting of near-misses?,4.3 Incident Reporting
737,Industry sharing of security information,AGI labs should share threat intelligence and information about security incidents with each other.*,4.3 Incident Reporting
738,Report safety incidents,AGI labs should report accidents and near misses to appropriate state actors and other AGI labs (e.g. via an AI incident database).,4.3 Incident Reporting
739,Serious Incident Reporting,"Signatories commit to setting up processes for keeping track of, documenting, and reporting to the AI Office and national competent authorities without undue delay relevant information about serious incidents throughout the entire model lifecycle and possible corrective measures to address them.",4.3 Incident Reporting
740,Incident Communication Framework,"Establish organizational roles, policies, and procedures for communicating GAI incidents and performance to AI Actors and downstream stakeholders (including those potentially impacted), via community or official resources (e.g., AI incident database, AVID, CVE, NVD, or OECD AI incident monitor).",4.3 Incident Reporting
741,Feedback Resource Allocation,"Allocate time and resources for outreach, feedback, and recourse processes in GAI system development.",4.3 Incident Reporting
742,Third-Party Incident Documentation,"Document incidents involving third-party GAI data and systems, including open-source data and open-source software",4.3 Incident Reporting
744,Confabulation; Information Integrity,"Establish and maintain policies and procedures to record and track GAI system reported errors, near-misses, and negative impacts.",4.3 Incident Reporting
745,Information Security; Data Privacy,"Report GAI incidents in compliance with legal and regulatory requirements (e.g., HIPAA breach reporting, e.g., OCR (2023) or NHTSA (2022) autonomous vehicle crash reporting requirements.",4.3 Incident Reporting
747,Open Lines of Communication for Product Security Feedback,"Maintain open lines of communication for feedback regarding product security, both internally and externally to your organisation, including mechanisms for security researchers to report vulnerabilities and receive legal safe harbour for doing so, and for escalating issues to the wider community. Helping to share knowledge and threat information will strengthen the overall community’s ability to respond to AI security threats.",4.3 Incident Reporting
748,Jailbreaking Method Vulnerability Reports,"This process could have as wide a scope as is necessary and ensure that frontier AI organisations have the ability to respond appropriately to reports of vulnerabilities. The process could accept reports on any class of model vulnerabilities and methods for exploiting them, including: Reports for inducing models to bypass moderation features, which the frontier AI organisation has attempted to prevent through the use of filters or fine-tuning",4.3 Incident Reporting
